FT_ID,lodgeNumber,lodgeType,year,trailLength,season
2326_FT157,2326,Pond,2017,27,summerStatus
2326_FT160,2326,Pond,2017,27,summerStatus
2326_FT162,2326,Pond,2017,11,summerStatus
2326_FT168,2326,Pond,2017,8,summerStatus
2326_FT169,2326,Pond,2017,15,summerStatus
2326_FT170,2326,Pond,2017,12,summerStatus
2303_FT03,2303,Pond,2017,9,summerStatus
2303_FT05,2303,Pond,2017,7,summerStatus
2303_FT08,2303,Pond,2017,6,summerStatus
2303_FT09,2303,Pond,2017,6,summerStatus
2303_FT10,2303,Pond,2017,6,summerStatus
2303_FT14,2303,Pond,2017,8,summerStatus
2303_FT19,2303,Pond,2017,13,summerStatus
2303_FT25,2303,Pond,2017,7,summerStatus
2303_FT31,2303,Pond,2017,5,summerStatus
2303_FT36,2303,Pond,2017,2,summerStatus
2303_FT37,2303,Pond,2017,6,summerStatus
2303_FT38,2303,Pond,2017,9,summerStatus
2303_FT39,2303,Pond,2017,17,summerStatus
2303_FT41,2303,Pond,2017,4,summerStatus
2303_FT42,2303,Pond,2017,10,summerStatus
2303_FT43,2303,Pond,2017,6,summerStatus
2303_FT44,2303,Pond,2017,5,summerStatus
2303_FT45,2303,Pond,2017,11,summerStatus
1019_FT15,1019,Lake,2017,12,summerStatus
1019_FT22,1019,Lake,2017,8,summerStatus
1019_FT24,1019,Lake,2017,7,summerStatus
1019_FT29,1019,Lake,2017,5,summerStatus
1019_FT33,1019,Lake,2017,13,summerStatus
1019_FT36,1019,Lake,2017,9,summerStatus
1019_FT37,1019,Lake,2017,12,summerStatus
1019_FT42,1019,Lake,2017,8,summerStatus
1019_FT43,1019,Lake,2017,7,summerStatus
1019_FT44,1019,Lake,2017,11,summerStatus
1019_FT47,1019,Lake,2017,9,summerStatus
1019_FT48,1019,Lake,2017,17,summerStatus
1019_FT49,1019,Lake,2017,9,summerStatus
1019_FT51,1019,Lake,2017,15,summerStatus
1019_FT52,1019,Lake,2017,6,summerStatus
1019_FT53,1019,Lake,2017,4,summerStatus
1019_FT54,1019,Lake,2017,14,summerStatus
1019_FT55,1019,Lake,2017,8,summerStatus
1019_FT56,1019,Lake,2017,15,summerStatus
1019_FT59,1019,Lake,2017,6,summerStatus
1019_FT61,1019,Lake,2017,10,summerStatus
1019_FT63,1019,Lake,2017,12,summerStatus
1019_FT64,1019,Lake,2017,4,summerStatus
1019_FT65,1019,Lake,2017,7,summerStatus
1019_FT66,1019,Lake,2017,7,summerStatus
1019_FT67,1019,Lake,2017,8,summerStatus
1019_FT68,1019,Lake,2017,17,summerStatus
1019_FT69,1019,Lake,2017,11,summerStatus
1019_FT70,1019,Lake,2017,6,summerStatus
3550_FT02,3550,Lake,2017,10,summerStatus
3550_FT03,3550,Lake,2017,21,summerStatus
3550_FT04,3550,Lake,2017,44,summerStatus
3550_FT07,3550,Lake,2017,19,summerStatus
3550_FT11,3550,Lake,2017,16,summerStatus
3550_FT12,3550,Lake,2017,63,summerStatus
3550_FT13,3550,Lake,2017,49,summerStatus
3550_FT15,3550,Lake,2017,29,summerStatus
3550_FT21,3550,Lake,2017,24,summerStatus
3550_FT22,3550,Lake,2017,9,summerStatus
3550_FT23,3550,Lake,2017,21,summerStatus
3550_FT24,3550,Lake,2017,18,summerStatus
3550_FT25,3550,Lake,2017,12,summerStatus
3550_FT26,3550,Lake,2017,23,summerStatus
3550_FT27,3550,Lake,2017,17,summerStatus
3550_FT28,3550,Lake,2017,14,summerStatus
3557_FT01,3557,Pond,2017,12,summerStatus
3557_FT03,3557,Pond,2017,14,summerStatus
3557_FT04,3557,Pond,2017,14,summerStatus
3557_FT05,3557,Pond,2017,17,summerStatus
3557_FT42,3557,Pond,2017,17,summerStatus
3557_FT07,3557,Pond,2017,22,summerStatus
3557_FT08,3557,Pond,2017,18,summerStatus
3557_FT09,3557,Pond,2017,6,summerStatus
3557_FT10,3557,Pond,2017,19,summerStatus
3557_FT11,3557,Pond,2017,9,summerStatus
3557_FT13,3557,Pond,2017,12,summerStatus
3557_FT14,3557,Pond,2017,14,summerStatus
3557_FT43,3557,Pond,2017,10,summerStatus
3557_FT15,3557,Pond,2017,5,summerStatus
3557_FT19,3557,Pond,2017,8,summerStatus
3557_FT20,3557,Pond,2017,11,summerStatus
3557_FT24,3557,Pond,2017,26,summerStatus
3557_FT25,3557,Pond,2017,14,summerStatus
3557_FT26,3557,Pond,2017,8,summerStatus
3557_FT28,3557,Pond,2017,14,summerStatus
3557_FT29,3557,Pond,2017,6,summerStatus
3557_FT33,3557,Pond,2017,17,summerStatus
3557_FT34,3557,Pond,2017,11,summerStatus
3557_FT35,3557,Pond,2017,8,summerStatus
3557_FT36,3557,Pond,2017,10,summerStatus
3557_FT37,3557,Pond,2017,19,summerStatus
3557_FT38,3557,Pond,2017,8,summerStatus
2288_FT02,2288,Pond,2017,7,summerStatus
2288_FT03,2288,Pond,2017,8,summerStatus
2288_FT04,2288,Pond,2017,5,summerStatus
2288_FT06,2288,Pond,2017,6,summerStatus
2288_FT07,2288,Pond,2017,3,summerStatus
2288_FT09,2288,Pond,2017,4,summerStatus
2288_FT11,2288,Pond,2017,6,summerStatus
2288_FT12,2288,Pond,2017,4,summerStatus
2288_FT14,2288,Pond,2017,10,summerStatus
2288_FT49,2288,Pond,2017,10,summerStatus
2288_FT16,2288,Pond,2017,9,summerStatus
2288_FT20,2288,Pond,2017,18,summerStatus
2288_FT33,2288,Pond,2017,15,summerStatus
2288_FT37,2288,Pond,2017,11,summerStatus
2288_FT40,2288,Pond,2017,18,summerStatus
2288_FT41,2288,Pond,2017,10,summerStatus
2288_FT42,2288,Pond,2017,10,summerStatus
2288_FT43,2288,Pond,2017,12,summerStatus
2288_FT44,2288,Pond,2017,12,summerStatus
2288_FT45,2288,Pond,2017,20,summerStatus
2288_FT46,2288,Pond,2017,22,summerStatus
1058_FT01,1058,Lake,2017,8,summerStatus
1058_FT02,1058,Lake,2017,4,summerStatus
1058_FT03,1058,Lake,2017,6,summerStatus
1058_FT04,1058,Lake,2017,6,summerStatus
1058_FT05,1058,Lake,2017,14,summerStatus
1058_FT06,1058,Lake,2017,6,summerStatus
1058_FT07,1058,Lake,2017,4,summerStatus
1058_FT08,1058,Lake,2017,4,summerStatus
1058_FT09,1058,Lake,2017,13,summerStatus
1058_FT10,1058,Lake,2017,22,summerStatus
1058_FT11,1058,Lake,2017,11,summerStatus
1180_FT01,1180,Lake,2017,19,summerStatus
1180_FT02,1180,Lake,2017,6,summerStatus
1180_FT03,1180,Lake,2017,18,summerStatus
1180_FT05,1180,Lake,2017,20,summerStatus
1180_FT06,1180,Lake,2017,7,summerStatus
1180_FT07,1180,Lake,2017,10,summerStatus
1180_FT08,1180,Lake,2017,11,summerStatus
1180_FT09,1180,Lake,2017,19,summerStatus
1066_FT01,1066,Lake,2017,46,summerStatus
1066_FT02,1066,Lake,2017,11,summerStatus
1007_FT19,1007,Lake,2018,13,summerStatus
1007_FT20,1007,Lake,2018,4,summerStatus
1007_FT21,1007,Lake,2018,12,summerStatus
1007_FT22,1007,Lake,2018,4,summerStatus
1007_FT23,1007,Lake,2018,6,summerStatus
1007_FT24,1007,Lake,2018,15,summerStatus
1007_FT25,1007,Lake,2018,9,summerStatus
1007_FT26,1007,Lake,2018,8,summerStatus
3224_FT02,3224,Pond,2018,13,summerStatus
3224_FT04,3224,Pond,2018,9,summerStatus
3224_FT07,3224,Pond,2018,18,summerStatus
3224_FT08,3224,Pond,2018,28,summerStatus
3224_FT09,3224,Pond,2018,11,summerStatus
3224_FT13,3224,Pond,2018,14,summerStatus
3224_FT16,3224,Pond,2018,32,summerStatus
3224_FT17,3224,Pond,2018,6,summerStatus
3224_FT18,3224,Pond,2018,5,summerStatus
3224_FT19,3224,Pond,2018,6,summerStatus
3224_FT20,3224,Pond,2018,4,summerStatus
3224_FT21,3224,Pond,2018,8,summerStatus
3224_FT22,3224,Pond,2018,20,summerStatus
3224_FT23,3224,Pond,2018,21,summerStatus
3224_FT24,3224,Pond,2018,18,summerStatus
1115_FT13,1115,Pond,2018,9,summerStatus
1115_FT14,1115,Pond,2018,10,summerStatus
1115_FT15,1115,Pond,2018,30,summerStatus
3558_FT02,3558,Pond,2018,7,summerStatus
3558_FT03,3558,Pond,2018,4,summerStatus
3558_FT06,3558,Pond,2018,5,summerStatus
3558_FT07,3558,Pond,2018,6,summerStatus
3558_FT13,3558,Pond,2018,5,summerStatus
3558_FT14,3558,Pond,2018,13,summerStatus
3558_FT15,3558,Pond,2018,7,summerStatus
3558_FT16,3558,Pond,2018,19,summerStatus
3558_FT21,3558,Pond,2018,12,summerStatus
3558_FT22,3558,Pond,2018,19,summerStatus
3558_FT23,3558,Pond,2018,10,summerStatus
3558_FT24,3558,Pond,2018,8,summerStatus
1152_FT14,1152,Pond,2018,9,summerStatus
1152_FT15,1152,Pond,2018,14,summerStatus
1152_FT17,1152,Pond,2018,4,summerStatus
1152_FT18,1152,Pond,2018,7,summerStatus
1152_FT19,1152,Pond,2018,11,summerStatus
1152_FT20,1152,Pond,2018,14,summerStatus
1152_FT21,1152,Pond,2018,5,summerStatus
1152_FT22,1152,Pond,2018,8,summerStatus
1152_FT23,1152,Pond,2018,10,summerStatus
1152_FT24,1152,Pond,2018,9,summerStatus
1152_FT25,1152,Pond,2018,12,summerStatus
1152_FT26,1152,Pond,2018,23,summerStatus
1152_FT27,1152,Pond,2018,23,summerStatus
1152_FT28,1152,Pond,2018,26,summerStatus
1152_FT29,1152,Pond,2018,10,summerStatus
1152_FT30,1152,Pond,2018,38,summerStatus
1152_FT31,1152,Pond,2018,35,summerStatus
1152_FT32,1152,Pond,2018,23,summerStatus
1152_FT33,1152,Pond,2018,38,summerStatus
1519_FT01,1519,Lake,2018,6,summerStatus
1519_FT03,1519,Lake,2018,6,summerStatus
3348_FT01,3348,Lake,2018,14,summerStatus
3348_FT02,3348,Lake,2018,20,summerStatus
3348_FT03,3348,Lake,2018,10,summerStatus
3348_FT04,3348,Lake,2018,8,summerStatus
3348_FT05,3348,Lake,2018,11,summerStatus
3348_FT06,3348,Lake,2018,4,summerStatus
3348_FT07,3348,Lake,2018,6,summerStatus
3348_FT08,3348,Lake,2018,9,summerStatus
3348_FT09,3348,Lake,2018,8,summerStatus
3348_FT10,3348,Lake,2018,6,summerStatus
3348_FT12,3348,Lake,2018,5,summerStatus
3348_FT13,3348,Lake,2018,4,summerStatus
3348_FT14,3348,Lake,2018,19,summerStatus
3348_FT15,3348,Lake,2018,31,summerStatus
3348_FT19,3348,Lake,2018,34,summerStatus
3348_FT23,3348,Lake,2018,18,summerStatus
3348_FT24,3348,Lake,2018,26,summerStatus
3348_FT25,3348,Lake,2018,7,summerStatus
3348_FT29,3348,Lake,2018,24,summerStatus
3348_FT30,3348,Lake,2018,6,summerStatus
3348_FT31,3348,Lake,2018,21,summerStatus
3348_FT32,3348,Lake,2018,18,summerStatus
3348_FT33,3348,Lake,2018,6,summerStatus
3348_FT34,3348,Lake,2018,30,summerStatus
3348_FT35,3348,Lake,2018,58,summerStatus
3348_FT36,3348,Lake,2018,51,summerStatus
3348_FT37,3348,Lake,2018,31,summerStatus
3348_FT38,3348,Lake,2018,44,summerStatus
3348_FT39,3348,Lake,2018,43,summerStatus
3348_FT40,3348,Lake,2018,17,summerStatus
3348_FT41,3348,Lake,2018,13,summerStatus
3348_FT42,3348,Lake,2018,26,summerStatus
3348_FT43,3348,Lake,2018,16,summerStatus
3348_FT44,3348,Lake,2018,22,summerStatus
3348_FT45,3348,Lake,2018,10,summerStatus
3348_FT46,3348,Lake,2018,22,summerStatus
3348_FT47,3348,Lake,2018,14,summerStatus
1282_FT01,1282,Lake,2018,80,summerStatus
1282_FT02,1282,Lake,2018,6,summerStatus
1282_FT08,1282,Lake,2018,17,summerStatus
1282_FT12,1282,Lake,2018,16,summerStatus
1282_FT18,1282,Lake,2018,7,summerStatus
1282_FT19,1282,Lake,2018,29,summerStatus
1282_FT20,1282,Lake,2018,22,summerStatus
1282_FT21,1282,Lake,2018,14,summerStatus
1282_FT22,1282,Lake,2018,6,summerStatus
1282_FT23,1282,Lake,2018,27,summerStatus
1282_FT24,1282,Lake,2018,28,summerStatus
1282_FT25,1282,Lake,2018,33,summerStatus
1282_FT26,1282,Lake,2018,10,summerStatus
1282_FT27,1282,Lake,2018,13,summerStatus
1282_FT28,1282,Lake,2018,31,summerStatus
1282_FT29,1282,Lake,2018,7,summerStatus
1282_FT30,1282,Lake,2018,9,summerStatus
1282_FT31,1282,Lake,2018,13,summerStatus
1282_FT32,1282,Lake,2018,16,summerStatus
1282_FT33,1282,Lake,2018,9,summerStatus
1282_FT34,1282,Lake,2018,14,summerStatus
1282_FT35,1282,Lake,2018,20,summerStatus
1282_FT36,1282,Lake,2018,25,summerStatus
1282_FT37,1282,Lake,2018,21,summerStatus
1282_FT38,1282,Lake,2018,8,summerStatus
1282_FT39,1282,Lake,2018,8,summerStatus
1282_FT40,1282,Lake,2018,6,summerStatus
1282_FT41,1282,Lake,2018,9,summerStatus
1282_FT42,1282,Lake,2018,9,summerStatus
1282_FT43,1282,Lake,2018,6,summerStatus
1282_FT44,1282,Lake,2018,7,summerStatus
1282_FT45,1282,Lake,2018,12,summerStatus
1282_FT46,1282,Lake,2018,14,summerStatus
1282_FT47,1282,Lake,2018,11,summerStatus
1282_FT48,1282,Lake,2018,11,summerStatus
197_FT02,197,Lake,2018,3,summerStatus
197_FT03,197,Lake,2018,4,summerStatus
197_FT04,197,Lake,2018,14,summerStatus
197_FT05,197,Lake,2018,9,summerStatus
197_FT06,197,Lake,2018,10,summerStatus
197_FT07,197,Lake,2018,9,summerStatus
197_FT08,197,Lake,2018,13,summerStatus
197_FT09,197,Lake,2018,18,summerStatus
197_FT10,197,Lake,2018,13,summerStatus
197_FT11,197,Lake,2018,10,summerStatus
197_FT12,197,Lake,2018,9,summerStatus
197_FT13,197,Lake,2018,11,summerStatus
197_FT14,197,Lake,2018,14,summerStatus
197_FT15,197,Lake,2018,9,summerStatus
197_FT16,197,Lake,2018,12,summerStatus
197_FT17,197,Lake,2018,7,summerStatus
197_FT18,197,Lake,2018,14,summerStatus
197_FT19,197,Lake,2018,13,summerStatus
197_FT20,197,Lake,2018,9,summerStatus
197_FT21,197,Lake,2018,14,summerStatus
197_FT22,197,Lake,2018,6,summerStatus
197_FT23,197,Lake,2018,4,summerStatus
197_FT24,197,Lake,2018,4,summerStatus
197_FT25,197,Lake,2018,25,summerStatus
197_FT26,197,Lake,2018,6,summerStatus
197_FT27,197,Lake,2018,55,summerStatus
197_FT28,197,Lake,2018,5,summerStatus
197_FT29,197,Lake,2018,17,summerStatus
197_FT30,197,Lake,2018,7,summerStatus
197_FT31,197,Lake,2018,8,summerStatus
197_FT32,197,Lake,2018,6,summerStatus
197_FT33,197,Lake,2018,61,summerStatus
197_FT34,197,Lake,2018,5,summerStatus
197_FT35,197,Lake,2018,12,summerStatus
197_FT36,197,Lake,2018,5,summerStatus
197_FT37,197,Lake,2018,4,summerStatus
197_FT38,197,Lake,2018,15,summerStatus
197_FT39,197,Lake,2018,15,summerStatus
197_FT40,197,Lake,2018,28,summerStatus
197_FT41,197,Lake,2018,8,summerStatus
197_FT42,197,Lake,2018,9,summerStatus
197_FT43,197,Lake,2018,15,summerStatus
197_FT44,197,Lake,2018,10,summerStatus
197_FT45,197,Lake,2018,10,summerStatus
197_FT46,197,Lake,2018,6,summerStatus
197_FT47,197,Lake,2018,6,summerStatus
197_FT48,197,Lake,2018,5,summerStatus
197_FT49,197,Lake,2018,4,summerStatus
197_FT50,197,Lake,2018,8,summerStatus
197_FT51,197,Lake,2018,3,summerStatus
197_FT52,197,Lake,2018,9,summerStatus
197_FT53,197,Lake,2018,7,summerStatus
197_FT54,197,Lake,2018,5,summerStatus
197_FT55,197,Lake,2018,7,summerStatus
197_FT56,197,Lake,2018,3,summerStatus
197_FT57,197,Lake,2018,32,summerStatus
197_FT58,197,Lake,2018,32,summerStatus
197_FT59,197,Lake,2018,10,summerStatus
197_FT60,197,Lake,2018,7,summerStatus
2866_FT01,2866,Lake,2018,20,summerStatus
2866_FT02,2866,Lake,2018,10,summerStatus
2866_FT03,2866,Lake,2018,13,summerStatus
2866_FT04,2866,Lake,2018,16,summerStatus
2866_FT05,2866,Lake,2018,17,summerStatus
2866_FT06,2866,Lake,2018,14,summerStatus
2866_FT07,2866,Lake,2018,13,summerStatus
2866_FT08,2866,Lake,2018,19,summerStatus
2866_FT09,2866,Lake,2018,19,summerStatus
2866_FT10,2866,Lake,2018,21,summerStatus
2866_FT11,2866,Lake,2018,17,summerStatus
2866_FT12,2866,Lake,2018,18,summerStatus
2866_FT13,2866,Lake,2018,16,summerStatus
2866_FT14,2866,Lake,2018,15,summerStatus
2866_FT15,2866,Lake,2018,17,summerStatus
2866_FT16,2866,Lake,2018,9,summerStatus
2866_FT17,2866,Lake,2018,8,summerStatus
2866_FT18,2866,Lake,2018,19,summerStatus
2866_FT19,2866,Lake,2018,23,summerStatus
2866_FT20,2866,Lake,2018,18,summerStatus
2866_FT21,2866,Lake,2018,19,summerStatus
2866_FT22,2866,Lake,2018,12,summerStatus
2866_FT23,2866,Lake,2018,4,summerStatus
2866_FT24,2866,Lake,2018,18,summerStatus
2866_FT25,2866,Lake,2018,52,summerStatus
2866_FT26,2866,Lake,2018,47,summerStatus
2866_FT27,2866,Lake,2018,53,summerStatus
2866_FT28,2866,Lake,2018,43,summerStatus
2866_FT29,2866,Lake,2018,5,summerStatus
2866_FT30,2866,Lake,2018,39,summerStatus
2866_FT31,2866,Lake,2018,9,summerStatus
3663_FT01,625,Lake,2018,6,summerStatus
3663_FT02,625,Lake,2018,12,summerStatus
3663_FT03,625,Lake,2018,22,summerStatus
3663_FT04,625,Lake,2018,9,summerStatus
3663_FT05,625,Lake,2018,14,summerStatus
3663_FT06,625,Lake,2018,6,summerStatus
3663_FT07,625,Lake,2018,21,summerStatus
3663_FT08,625,Lake,2018,12,summerStatus
3663_FT09,625,Lake,2018,21,summerStatus
3663_FT10,625,Lake,2018,27,summerStatus
3663_FT11,625,Lake,2018,34,summerStatus
3663_FT12,625,Lake,2018,25,summerStatus
3663_FT13,625,Lake,2018,4,summerStatus
3663_FT14,625,Lake,2018,11,summerStatus
3663_FT15,625,Lake,2018,16,summerStatus
3663_FT16,625,Lake,2018,15,summerStatus
3663_FT17,625,Lake,2018,60,summerStatus
3663_FT18,625,Lake,2018,7,summerStatus
3663_FT19,625,Lake,2018,22,summerStatus
3663_FT20,625,Lake,2018,2,summerStatus
3663_FT21,625,Lake,2018,15,summerStatus
3663_FT22,625,Lake,2018,13,summerStatus
3663_FT23,625,Lake,2018,11,summerStatus
3663_FT24,625,Lake,2018,6,summerStatus
3663_FT25,625,Lake,2018,9,summerStatus
3663_FT26,625,Lake,2018,8,summerStatus
3663_FT27,625,Lake,2018,10,summerStatus
3663_FT28,625,Lake,2018,37,summerStatus
3663_FT29,625,Lake,2018,29,summerStatus
3663_FT30,625,Lake,2018,26,summerStatus
3663_FT31,625,Lake,2018,20,summerStatus
3663_FT32,625,Lake,2018,42,summerStatus
3663_FT33,625,Lake,2018,5,summerStatus
3663_FT34,625,Lake,2018,22,summerStatus
3663_FT35,625,Lake,2018,14,summerStatus
3663_FT36,625,Lake,2018,9,summerStatus
3663_FT37,625,Lake,2018,8,summerStatus
3663_FT38,625,Lake,2018,16,summerStatus
3663_FT39,625,Lake,2018,14,summerStatus
3663_FT40,625,Lake,2018,14,summerStatus
3663_FT41,625,Lake,2018,21,summerStatus
3663_FT42,625,Lake,2018,21,summerStatus
3663_FT43,625,Lake,2018,45,summerStatus
3663_FT44,625,Lake,2018,57,summerStatus
3663_FT45,625,Lake,2018,61,summerStatus
3663_FT46,625,Lake,2018,14,summerStatus
3663_FT47,625,Lake,2018,36,summerStatus
3663_FT48,625,Lake,2018,5,summerStatus
3663_FT49,625,Lake,2018,10,summerStatus
3663_FT50,625,Lake,2018,11,summerStatus
3663_FT51,625,Lake,2018,7,summerStatus
3663_FT52,625,Lake,2018,16,summerStatus
3663_FT53,625,Lake,2018,15,summerStatus
1397_FT02,1397,Pond,2018,14,summerStatus
1397_FT03,1397,Pond,2018,11,summerStatus
1397_FT04,1397,Pond,2018,10,summerStatus
1397_FT05,1397,Pond,2018,20,summerStatus
1397_FT06,1397,Pond,2018,21,summerStatus
1397_FT07,1397,Pond,2018,9,summerStatus
1397_FT08,1397,Pond,2018,27,summerStatus
1397_FT09,1397,Pond,2018,13,summerStatus
1397_FT10,1397,Pond,2018,15,summerStatus
1397_FT11,1397,Pond,2018,16,summerStatus
1397_FT12,1397,Pond,2018,7,summerStatus
1397_FT13,1397,Pond,2018,4,summerStatus
1397_FT14,1397,Pond,2018,4,summerStatus
1397_FT15,1397,Pond,2018,17,summerStatus
1397_FT16,1397,Pond,2018,17,summerStatus
1397_FT17,1397,Pond,2018,5,summerStatus
1397_FT18,1397,Pond,2018,25,summerStatus
3224_FT06,3224,Pond,2018,30,summerStatus
3224_FT08,3224,Pond,2018,28,summerStatus
3224_FT14,3224,Pond,2018,21,summerStatus
3224_FT15,3224,Pond,2018,19,summerStatus
3224_FT16,3224,Pond,2018,32,summerStatus
3224_FT20,3224,Pond,2018,4,summerStatus
3224_FT22,3224,Pond,2018,20,summerStatus
3224_FT23,3224,Pond,2018,21,summerStatus
3224_FT24,3224,Pond,2018,18,summerStatus
3224_FT25,3224,Pond,2018,23,summerStatus
3224_FT26,3224,Pond,2018,20,summerStatus
3224_FT27,3224,Pond,2018,14,summerStatus
3224_FT28,3224,Pond,2018,4,summerStatus
3224_FT29,3224,Pond,2018,8,summerStatus
3224_FT30,3224,Pond,2018,9,summerStatus
3224_FT31,3224,Pond,2018,12,summerStatus
3224_FT32,3224,Pond,2018,8,summerStatus
3224_FT33,3224,Pond,2018,25,summerStatus
3224_FT34,3224,Pond,2018,20,summerStatus
197_FT01,197,Lake,2018,6,summerStatus
197_FT05,197,Lake,2018,9,summerStatus
197_FT07,197,Lake,2018,9,summerStatus
197_FT09,197,Lake,2018,18,summerStatus
197_FT10,197,Lake,2018,13,summerStatus
197_FT11,197,Lake,2018,10,summerStatus
197_FT13,197,Lake,2018,11,summerStatus
197_FT14,197,Lake,2018,14,summerStatus
197_FT15,197,Lake,2018,9,summerStatus
197_FT17,197,Lake,2018,7,summerStatus
197_FT19,197,Lake,2018,13,summerStatus
197_FT20,197,Lake,2018,9,summerStatus
197_FT21,197,Lake,2018,14,summerStatus
197_FT22,197,Lake,2018,6,summerStatus
197_FT23,197,Lake,2018,4,summerStatus
197_FT25,197,Lake,2018,25,summerStatus
197_FT27,197,Lake,2018,55,summerStatus
197_FT29,197,Lake,2018,17,summerStatus
197_FT32,197,Lake,2018,6,summerStatus
197_FT33,197,Lake,2018,61,summerStatus
197_FT35,197,Lake,2018,12,summerStatus
197_FT38,197,Lake,2018,15,summerStatus
197_FT39,197,Lake,2018,15,summerStatus
197_FT42,197,Lake,2018,9,summerStatus
197_FT44,197,Lake,2018,10,summerStatus
197_FT49,197,Lake,2018,4,summerStatus
197_FT52,197,Lake,2018,9,summerStatus
197_FT61,197,Lake,2018,17,summerStatus
197_FT62,197,Lake,2018,18,summerStatus
197_FT63,197,Lake,2018,27,summerStatus
197_FT64,197,Lake,2018,17,summerStatus
197_FT65,197,Lake,2018,6,summerStatus
197_FT66,197,Lake,2018,3,summerStatus
197_FT67,197,Lake,2018,30,summerStatus
