FT_ID,lodgeNumber,lodgeType,year,seasonIdent,trailLength
1115_FT14,1115,Pond,2018,Summer,10
1115_FT15,1115,Pond,2018,Summer,30
3558_FT01,3558,Pond,2018,Spring,7
3558_FT02,3558,Pond,2018,Spring,8
3558_FT03,3558,Pond,2018,Spring,5
3558_FT04,3558,Pond,2018,Spring,7
3558_FT05,3558,Pond,2018,Spring,6
3558_FT06,3558,Pond,2018,Spring,5
3558_FT07,3558,Pond,2018,Spring,6
3558_FT08,3558,Pond,2018,Spring,9
3558_FT09,3558,Pond,2018,Spring,6
3558_FT10,3558,Pond,2018,Spring,9
3558_FT12,3558,Pond,2018,Spring,5
3558_FT13,3558,Pond,2018,Spring,5
3558_FT14,3558,Pond,2018,Spring,13
3558_FT15,3558,Pond,2018,Spring,8
3558_FT16,3558,Pond,2018,Summer,20
3558_FT17,3558,Pond,2018,Fall,14
3558_FT18,3558,Pond,2018,Spring,14
3558_FT19,3558,Pond,2018,Spring,9
3558_FT20,3558,Pond,2018,Spring,11
3558_FT21,3558,Pond,2018,Summer,12
3558_FT22,3558,Pond,2018,Summer,20
3558_FT23,3558,Pond,2018,Summer,11
3558_FT24,3558,Pond,2018,Summer,9
3558_FT25,3558,Pond,2018,Fall,28
3558_FT26,3558,Pond,2018,Fall,37
3558_FT27,3558,Pond,2018,Fall,46
1152_FT01,1152,Pond,2018,Spring,6
1152_FT02,1152,Pond,2018,Spring,8
1152_FT03,1152,Pond,2018,Spring,3
1152_FT04,1152,Pond,2018,Spring,56
1152_FT06,1152,Pond,2018,Fall,20
1152_FT07,1152,Pond,2018,Spring,11
1152_FT08,1152,Pond,2018,Spring,10
1152_FT09,1152,Pond,2018,Spring,5
1152_FT11,1152,Pond,2018,Spring,10
1152_FT12,1152,Pond,2018,Spring,15
1152_FT13,1152,Pond,2018,Spring,5
1152_FT14,1152,Pond,2018,Summer,9
1152_FT15,1152,Pond,2018,Summer,15
1152_FT17,1152,Pond,2018,Summer,4
1152_FT18,1152,Pond,2018,Summer,8
1152_FT19,1152,Pond,2018,Summer,11
1152_FT20,1152,Pond,2018,Summer,15
1152_FT21,1152,Pond,2018,Summer,6
1152_FT22,1152,Pond,2018,Summer,9
1152_FT23,1152,Pond,2018,Summer,10
1152_FT24,1152,Pond,2018,Summer,10
1152_FT25,1152,Pond,2018,Summer,12
1152_FT26,1152,Pond,2018,Summer,23
1152_FT27,1152,Pond,2018,Summer,23
1152_FT28,1152,Pond,2018,Summer,26
1152_FT29,1152,Pond,2018,Summer,10
1152_FT30,1152,Pond,2018,Summer,38
1152_FT31,1152,Pond,2018,Summer,35
1152_FT32,1152,Pond,2018,Summer,23
1152_FT33,1152,Pond,2018,Summer,38
1519_FT01,1519,Lake,2018,Summer,6
1519_FT02,1519,Lake,2018,Spring,17
1519_FT03,1519,Lake,2018,Summer,6
1519_FT06,1519,Lake,2018,Fall,39
1519_FT07,1519,Lake,2018,Fall,23
1519_FT08,1519,Lake,2018,Fall,6
1794_FT01,1794,Lake,2018,Spring,10
1794_FT02,1794,Lake,2018,Spring,8
1794_FT03,1794,Lake,2018,Spring,9
1794_FT04,1794,Lake,2018,Spring,5
1794_FT05,1794,Lake,2018,Spring,24
1794_FT07,1794,Lake,2018,Spring,9
1794_FT08,1794,Lake,2018,Spring,7
1794_FT09,1794,Lake,2018,Spring,4
1794_FT10,1794,Lake,2018,Spring,11
1794_FT12,1794,Lake,2018,Fall,12
1794_FT13,1794,Lake,2018,Fall,15
1794_FT14,1794,Lake,2018,Fall,13
1794_FT15,1794,Lake,2018,Fall,14
1794_FT16,1794,Lake,2018,Fall,18
1794_FT17,1794,Lake,2018,Fall,14
1794_FT18,1794,Lake,2018,Fall,16
1794_FT19,1794,Lake,2018,Fall,20
1794_FT20,1794,Lake,2018,Fall,8
1794_FT21,1794,Lake,2018,Fall,5
1794_FT22,1794,Lake,2018,Fall,18
1794_FT23,1794,Lake,2018,Fall,3
1794_FT24,1794,Lake,2018,Fall,5
1794_FT25,1794,Lake,2018,Fall,14
1794_FT26,1794,Lake,2018,Fall,12
1794_FT27,1794,Lake,2018,Fall,11
1794_FT28,1794,Lake,2018,Fall,25
1794_FT29,1794,Lake,2018,Fall,25
1794_FT30,1794,Lake,2018,Fall,13
1794_FT31,1794,Lake,2018,Fall,18
1794_FT32,1794,Lake,2018,Fall,17
1794_FT33,1794,Lake,2018,Fall,11
1794_FT34,1794,Lake,2018,Fall,11
1794_FT35,1794,Lake,2018,Fall,8
1794_FT36,1794,Lake,2018,Fall,12
1794_FT37,1794,Lake,2018,Fall,54
1794_FT38,1794,Lake,2018,Fall,12
1794_FT39,1794,Lake,2018,Fall,8
3898_FT03,3898,Lake,2018,Spring,4
3898_FT04,3898,Lake,2018,Spring,3
3898_FT05,3898,Lake,2018,Spring,16
3898_FT07,3898,Lake,2018,Spring,4
3348_FT01,3348,Lake,2018,Spring,15
3348_FT02,3348,Lake,2018,Spring,20
3348_FT03,3348,Lake,2018,Spring,11
3348_FT04,3348,Lake,2018,Spring,8
3348_FT05,3348,Lake,2018,Spring,11
3348_FT06,3348,Lake,2018,Spring,4
3348_FT07,3348,Lake,2018,Spring,7
3348_FT08,3348,Lake,2018,Spring,9
3348_FT09,3348,Lake,2018,Spring,8
3348_FT10,3348,Lake,2018,Spring,6
3348_FT11,3348,Lake,2018,Spring,3
3348_FT12,3348,Lake,2018,Spring,6
3348_FT13,3348,Lake,2018,Spring,5
3348_FT14,3348,Lake,2018,Spring,20
3348_FT15,3348,Lake,2018,Spring,32
3348_FT16,3348,Lake,2018,Spring,7
3348_FT17,3348,Lake,2018,Spring,24
3348_FT18,3348,Lake,2018,Spring,20
3348_FT19,3348,Lake,2018,Spring,35
3348_FT20,3348,Lake,2018,Spring,33
3348_FT21,3348,Lake,2018,Spring,34
3348_FT22,3348,Lake,2018,Spring,7
3348_FT23,3348,Lake,2018,Spring,19
3348_FT24,3348,Lake,2018,Spring,26
3348_FT25,3348,Lake,2018,Spring,8
3348_FT26,3348,Lake,2018,Spring,16
3348_FT27,3348,Lake,2018,Spring,20
3348_FT28,3348,Lake,2018,Spring,12
3348_FT29,3348,Lake,2018,Summer,24
3348_FT30,3348,Lake,2018,Summer,6
3348_FT31,3348,Lake,2018,Summer,21
3348_FT32,3348,Lake,2018,Summer,18
3348_FT33,3348,Lake,2018,Summer,7
3348_FT34,3348,Lake,2018,Summer,30
3348_FT35,3348,Lake,2018,Summer,58
3348_FT36,3348,Lake,2018,Summer,51
3348_FT37,3348,Lake,2018,Summer,32
3348_FT38,3348,Lake,2018,Summer,44
3348_FT39,3348,Lake,2018,Summer,43
3348_FT40,3348,Lake,2018,Summer,17
3348_FT41,3348,Lake,2018,Summer,13
3348_FT42,3348,Lake,2018,Summer,27
3348_FT43,3348,Lake,2018,Summer,16
3348_FT44,3348,Lake,2018,Summer,22
3348_FT45,3348,Lake,2018,Summer,10
3348_FT46,3348,Lake,2018,Summer,22
3348_FT47,3348,Lake,2018,Summer,15
3348_FT48,3348,Lake,2018,Fall,7
3348_FT49,3348,Lake,2018,Fall,2
3348_FT50,3348,Lake,2018,Fall,2
3348_FT51,3348,Lake,2018,Fall,5
3348_FT52,3348,Lake,2018,Fall,8
3348_FT53,3348,Lake,2018,Fall,8
3348_FT54,3348,Lake,2018,Fall,9
3348_FT55,3348,Lake,2018,Fall,32
3348_FT56,3348,Lake,2018,Fall,23
3348_FT57,3348,Lake,2018,Fall,39
3348_FT58,3348,Lake,2018,Fall,47
3348_FT59,3348,Lake,2018,Fall,46
3348_FT60,3348,Lake,2018,Fall,48
1282_FT01,1282,Lake,2018,Spring,80
1282_FT02,1282,Lake,2018,Spring,7
1282_FT03,1282,Lake,2018,Spring,10
1282_FT04,1282,Lake,2018,Spring,13
1282_FT05,1282,Lake,2018,Spring,22
1282_FT06,1282,Lake,2018,Spring,6
1282_FT07,1282,Lake,2018,Spring,15
1282_FT08,1282,Lake,2018,Summer,17
1282_FT09,1282,Lake,2018,Spring,7
1282_FT10,1282,Lake,2018,Spring,10
1282_FT11,1282,Lake,2018,Spring,12
1282_FT12,1282,Lake,2018,Spring,17
1282_FT13,1282,Lake,2018,Spring,6
1282_FT14,1282,Lake,2018,Spring,66
1282_FT15,1282,Lake,2018,Spring,8
1282_FT16,1282,Lake,2018,Spring,9
1282_FT17,1282,Lake,2018,Spring,9
1282_FT18,1282,Lake,2018,Spring,7
1282_FT19,1282,Lake,2018,Summer,29
1282_FT20,1282,Lake,2018,Summer,23
1282_FT21,1282,Lake,2018,Summer,15
1282_FT22,1282,Lake,2018,Summer,7
1282_FT23,1282,Lake,2018,Summer,28
1282_FT24,1282,Lake,2018,Summer,29
1282_FT25,1282,Lake,2018,Summer,34
1282_FT26,1282,Lake,2018,Summer,10
1282_FT27,1282,Lake,2018,Summer,14
1282_FT28,1282,Lake,2018,Summer,31
1282_FT29,1282,Lake,2018,Summer,7
1282_FT30,1282,Lake,2018,Summer,9
1282_FT31,1282,Lake,2018,Summer,14
1282_FT32,1282,Lake,2018,Summer,16
1282_FT33,1282,Lake,2018,Summer,9
1282_FT34,1282,Lake,2018,Summer,14
1282_FT35,1282,Lake,2018,Summer,21
1282_FT36,1282,Lake,2018,Summer,26
1282_FT37,1282,Lake,2018,Summer,22
1282_FT38,1282,Lake,2018,Summer,8
1282_FT39,1282,Lake,2018,Summer,8
1282_FT40,1282,Lake,2018,Summer,7
1282_FT41,1282,Lake,2018,Summer,10
1282_FT42,1282,Lake,2018,Summer,10
1282_FT43,1282,Lake,2018,Summer,6
1282_FT44,1282,Lake,2018,Summer,8
1282_FT45,1282,Lake,2018,Summer,12
1282_FT46,1282,Lake,2018,Summer,15
1282_FT47,1282,Lake,2018,Summer,12
1282_FT48,1282,Lake,2018,Summer,12
1282_FT49,1282,Lake,2018,Fall,41
1282_FT50,1282,Lake,2018,Fall,18
1282_FT51,1282,Lake,2018,Fall,10
1282_FT52,1282,Lake,2018,Fall,26
1282_FT53,1282,Lake,2018,Fall,26
1282_FT54,1282,Lake,2018,Fall,6
1282_FT55,1282,Lake,2018,Fall,18
1282_FT56,1282,Lake,2018,Fall,26
1282_FT57,1282,Lake,2018,Fall,11
1282_FT58,1282,Lake,2018,Fall,14
1282_FT59,1282,Lake,2018,Fall,14
1282_FT60,1282,Lake,2018,Fall,15
1282_FT61,1282,Lake,2018,Fall,11
1282_FT62,1282,Lake,2018,Fall,16
1282_FT63,1282,Lake,2018,Fall,17
1282_FT64,1282,Lake,2018,Fall,17
1282_FT65,1282,Lake,2018,Fall,10
1282_FT66,1282,Lake,2018,Fall,15
1282_FT67,1282,Lake,2018,Fall,15
1282_FT68,1282,Lake,2018,Fall,14
1282_FT69,1282,Lake,2018,Fall,8
1282_FT70,1282,Lake,2018,Fall,18
1282_FT71,1282,Lake,2018,Fall,5
1282_FT72,1282,Lake,2018,Fall,10
1282_FT73,1282,Lake,2018,Fall,16
1282_FT74,1282,Lake,2018,Fall,12
1282_FT75,1282,Lake,2018,Fall,16
1282_FT76,1282,Lake,2018,Fall,21
1282_FT77,1282,Lake,2018,Fall,30
1282_FT78,1282,Lake,2018,Fall,26
1282_FT79,1282,Lake,2018,Fall,17
1282_FT80,1282,Lake,2018,Fall,21
1282_FT81,1282,Lake,2018,Fall,8
1282_FT82,1282,Lake,2018,Fall,14
1282_FT83,1282,Lake,2018,Fall,9
1282_FT84,1282,Lake,2018,Fall,6
1282_FT85,1282,Lake,2018,Fall,10
1282_FT86,1282,Lake,2018,Fall,11
1282_FT87,1282,Lake,2018,Fall,10
1282_FT88,1282,Lake,2018,Fall,10
1282_FT89,1282,Lake,2018,Fall,7
1282_FT90,1282,Lake,2018,Fall,14
1282_FT91,1282,Lake,2018,Fall,20
1282_FT92,1282,Lake,2018,Fall,11
1282_FT93,1282,Lake,2018,Fall,19
1282_FT94,1282,Lake,2018,Fall,23
1282_FT95,1282,Lake,2018,Fall,13
1282_FT96,1282,Lake,2018,Fall,9
1282_FT97,1282,Lake,2018,Fall,20
1107_FT01,1107,Pond,2018,Spring,42
1107_FT03,1107,Pond,2018,Spring,15
1107_FT04,1107,Pond,2018,Spring,19
1107_FT05,1107,Pond,2018,Spring,17
1107_FT06,1107,Pond,2018,Spring,6
1107_FT07,1107,Pond,2018,Spring,19
197_FT01,197,Lake,2018,Summer,6
197_FT02,197,Lake,2018,Summer,3
197_FT03,197,Lake,2018,Summer,4
197_FT04,197,Lake,2018,Summer,14
197_FT05,197,Lake,2018,Summer,9
197_FT06,197,Lake,2018,Summer,10
197_FT07,197,Lake,2018,Summer,9
197_FT08,197,Lake,2018,Summer,13
197_FT09,197,Lake,2018,Summer,18
197_FT10,197,Lake,2018,Summer,13
197_FT11,197,Lake,2018,Summer,10
197_FT12,197,Lake,2018,Summer,10
197_FT13,197,Lake,2018,Summer,11
197_FT14,197,Lake,2018,Summer,14
197_FT15,197,Lake,2018,Summer,9
197_FT16,197,Lake,2018,Summer,12
197_FT17,197,Lake,2018,Summer,7
197_FT18,197,Lake,2018,Summer,15
197_FT19,197,Lake,2018,Summer,13
197_FT20,197,Lake,2018,Summer,9
197_FT21,197,Lake,2018,Summer,14
197_FT22,197,Lake,2018,Summer,6
197_FT23,197,Lake,2018,Summer,4
197_FT24,197,Lake,2018,Summer,4
197_FT25,197,Lake,2018,Summer,25
197_FT26,197,Lake,2018,Summer,6
197_FT27,197,Lake,2018,Summer,55
197_FT28,197,Lake,2018,Summer,5
197_FT29,197,Lake,2018,Summer,17
197_FT30,197,Lake,2018,Summer,7
197_FT31,197,Lake,2018,Summer,8
197_FT32,197,Lake,2018,Summer,6
197_FT33,197,Lake,2018,Summer,61
197_FT34,197,Lake,2018,Summer,5
197_FT35,197,Lake,2018,Summer,12
197_FT36,197,Lake,2018,Summer,5
197_FT37,197,Lake,2018,Summer,4
197_FT38,197,Lake,2018,Summer,15
197_FT39,197,Lake,2018,Summer,15
197_FT40,197,Lake,2018,Summer,28
197_FT41,197,Lake,2018,Summer,8
197_FT42,197,Lake,2018,Summer,9
197_FT43,197,Lake,2018,Summer,15
197_FT44,197,Lake,2018,Summer,10
197_FT45,197,Lake,2018,Summer,10
197_FT46,197,Lake,2018,Summer,6
197_FT47,197,Lake,2018,Summer,6
197_FT48,197,Lake,2018,Summer,5
197_FT49,197,Lake,2018,Summer,4
197_FT50,197,Lake,2018,Summer,8
197_FT51,197,Lake,2018,Summer,3
197_FT52,197,Lake,2018,Summer,9
197_FT53,197,Lake,2018,Summer,7
197_FT54,197,Lake,2018,Summer,5
197_FT55,197,Lake,2018,Summer,7
197_FT56,197,Lake,2018,Summer,3
197_FT57,197,Lake,2018,Summer,32
197_FT58,197,Lake,2018,Summer,32
197_FT59,197,Lake,2018,Summer,10
197_FT60,197,Lake,2018,Summer,7
197_FT61,197,Lake,2018,Summer,17
197_FT62,197,Lake,2018,Summer,18
197_FT63,197,Lake,2018,Summer,27
197_FT64,197,Lake,2018,Summer,17
197_FT65,197,Lake,2018,Summer,6
197_FT66,197,Lake,2018,Summer,3
197_FT67,197,Lake,2018,Summer,30
197_FT68,197,Lake,2018,Summer,49
197_FT69,197,Lake,2018,Summer,9
197_FT70,197,Lake,2018,Summer,10
197_FT71,197,Lake,2018,Summer,16
197_FT72,197,Lake,2018,Summer,49
197_FT73,197,Lake,2018,Summer,74
197_FT74,197,Lake,2018,Summer,39
197_FT75,197,Lake,2018,Summer,10
197_FT76,197,Lake,2018,Fall,6
197_FT77,197,Lake,2018,Fall,8
197_FT78,197,Lake,2018,Fall,31
197_FT79,197,Lake,2018,Fall,31
197_FT80,197,Lake,2018,Fall,36
197_FT81,197,Lake,2018,Fall,6
197_FT82,197,Lake,2018,Fall,18
197_FT83,197,Lake,2018,Fall,9
197_FT84,197,Lake,2018,Fall,13
197_FT85,197,Lake,2018,Fall,9
197_FT86,197,Lake,2018,Fall,5
197_FT87,197,Lake,2018,Fall,17
197_FT88,197,Lake,2018,Fall,12
197_FT89,197,Lake,2018,Fall,21
197_FT90,197,Lake,2018,Fall,29
197_FT91,197,Lake,2018,Fall,20
197_FT92,197,Lake,2018,Fall,7
197_FT93,197,Lake,2018,Fall,48
197_FT94,197,Lake,2018,Fall,18
197_FT95,197,Lake,2018,Fall,12
197_FT96,197,Lake,2018,Fall,26
197_FT97,197,Lake,2018,Fall,20
197_FT98,197,Lake,2018,Fall,13
197_FT99,197,Lake,2018,Fall,26
197_FT100,197,Lake,2018,Fall,19
197_FT101,197,Lake,2018,Fall,16
197_FT102,197,Lake,2018,Fall,6
197_FT103,197,Lake,2018,Fall,9
197_FT104,197,Lake,2018,Fall,19
197_FT105,197,Lake,2018,Fall,13
197_FT106,197,Lake,2018,Fall,13
197_FT107,197,Lake,2018,Fall,8
197_FT108,197,Lake,2018,Fall,14
197_FT109,197,Lake,2018,Fall,10
197_FT110,197,Lake,2018,Fall,16
197_FT111,197,Lake,2018,Fall,15
197_FT112,197,Lake,2018,Fall,22
197_FT113,197,Lake,2018,Fall,23
197_FT114,197,Lake,2018,Fall,12
197_FT115,197,Lake,2018,Fall,6
197_FT116,197,Lake,2018,Fall,5
197_FT117,197,Lake,2018,Fall,15
197_FT118,197,Lake,2018,Fall,8
197_FT119,197,Lake,2018,Fall,6
197_FT120,197,Lake,2018,Fall,15
197_FT121,197,Lake,2018,Fall,13
197_FT122,197,Lake,2018,Fall,16
197_FT123,197,Lake,2018,Fall,21
197_FT124,197,Lake,2018,Fall,37
197_FT125,197,Lake,2018,Fall,12
197_FT126,197,Lake,2018,Fall,9
197_FT127,197,Lake,2018,Fall,12
197_FT128,197,Lake,2018,Fall,21
197_FT129,197,Lake,2018,Fall,24
197_FT130,197,Lake,2018,Fall,10
197_FT131,197,Lake,2018,Fall,8
197_FT132,197,Lake,2018,Fall,14
197_FT133,197,Lake,2018,Fall,16
197_FT134,197,Lake,2018,Fall,11
197_FT135,197,Lake,2018,Fall,10
197_FT136,197,Lake,2018,Fall,8
197_FT137,197,Lake,2018,Fall,26
197_FT138,197,Lake,2018,Fall,15
197_FT139,197,Lake,2018,Fall,12
2866_FT01,2866,Lake,2018,Summer,21
2866_FT02,2866,Lake,2018,Summer,10
2866_FT03,2866,Lake,2018,Summer,13
2866_FT04,2866,Lake,2018,Summer,17
2866_FT05,2866,Lake,2018,Summer,18
2866_FT06,2866,Lake,2018,Summer,15
2866_FT07,2866,Lake,2018,Summer,14
2866_FT08,2866,Lake,2018,Summer,19
2866_FT09,2866,Lake,2018,Summer,20
2866_FT10,2866,Lake,2018,Summer,21
2866_FT11,2866,Lake,2018,Summer,17
2866_FT12,2866,Lake,2018,Summer,19
2866_FT13,2866,Lake,2018,Summer,17
2866_FT14,2866,Lake,2018,Summer,16
2866_FT15,2866,Lake,2018,Summer,17
2866_FT16,2866,Lake,2018,Summer,9
2866_FT17,2866,Lake,2018,Summer,9
2866_FT18,2866,Lake,2018,Summer,19
2866_FT19,2866,Lake,2018,Summer,24
2866_FT20,2866,Lake,2018,Summer,19
2866_FT21,2866,Lake,2018,Summer,19
2866_FT22,2866,Lake,2018,Summer,13
2866_FT23,2866,Lake,2018,Summer,5
2866_FT24,2866,Lake,2018,Summer,19
2866_FT25,2866,Lake,2018,Summer,52
2866_FT26,2866,Lake,2018,Summer,48
2866_FT27,2866,Lake,2018,Summer,54
2866_FT28,2866,Lake,2018,Summer,43
2866_FT29,2866,Lake,2018,Summer,6
2866_FT30,2866,Lake,2018,Summer,40
2866_FT31,2866,Lake,2018,Summer,10
2866_FT32,2866,Lake,2018,Fall,30
2866_FT33,2866,Lake,2018,Fall,25
2866_FT34,2866,Lake,2018,Fall,26
2866_FT35,2866,Lake,2018,Fall,16
2866_FT36,2866,Lake,2018,Fall,15
2866_FT37,2866,Lake,2018,Fall,39
2866_FT38,2866,Lake,2018,Fall,6
2866_FT39,2866,Lake,2018,Fall,8
2866_FT40,2866,Lake,2018,Fall,26
2866_FT41,2866,Lake,2018,Fall,16
2866_FT42,2866,Lake,2018,Fall,19
2866_FT43,2866,Lake,2018,Fall,6
2866_FT44,2866,Lake,2018,Fall,28
2866_FT45,2866,Lake,2018,Fall,10
2866_FT46,2866,Lake,2018,Fall,12
2866_FT47,2866,Lake,2018,Fall,8
2866_FT48,2866,Lake,2018,Fall,8
3663_FT01,625,Lake,2018,Summer,7
3663_FT02,625,Lake,2018,Summer,12
3663_FT03,625,Lake,2018,Summer,22
3663_FT04,625,Lake,2018,Summer,10
3663_FT05,625,Lake,2018,Summer,15
3663_FT06,625,Lake,2018,Summer,6
3663_FT07,625,Lake,2018,Summer,22
3663_FT08,625,Lake,2018,Summer,13
3663_FT09,625,Lake,2018,Summer,21
3663_FT10,625,Lake,2018,Summer,28
3663_FT11,625,Lake,2018,Summer,34
3663_FT12,625,Lake,2018,Summer,26
3663_FT13,625,Lake,2018,Summer,5
3663_FT14,625,Lake,2018,Summer,12
3663_FT15,625,Lake,2018,Summer,16
3663_FT16,625,Lake,2018,Summer,15
3663_FT17,625,Lake,2018,Summer,60
3663_FT18,625,Lake,2018,Summer,8
3663_FT19,625,Lake,2018,Summer,22
3663_FT20,625,Lake,2018,Summer,3
3663_FT21,625,Lake,2018,Summer,15
3663_FT22,625,Lake,2018,Summer,13
3663_FT23,625,Lake,2018,Summer,11
3663_FT24,625,Lake,2018,Summer,7
3663_FT25,625,Lake,2018,Summer,10
3663_FT26,625,Lake,2018,Summer,9
3663_FT27,625,Lake,2018,Summer,10
3663_FT28,625,Lake,2018,Summer,37
3663_FT29,625,Lake,2018,Summer,29
3663_FT30,625,Lake,2018,Summer,27
3663_FT31,625,Lake,2018,Summer,21
3663_FT32,625,Lake,2018,Summer,43
3663_FT33,625,Lake,2018,Summer,6
3663_FT34,625,Lake,2018,Summer,22
3663_FT35,625,Lake,2018,Summer,14
3663_FT36,625,Lake,2018,Summer,10
3663_FT37,625,Lake,2018,Summer,8
3663_FT38,625,Lake,2018,Summer,17
3663_FT39,625,Lake,2018,Summer,14
3663_FT40,625,Lake,2018,Summer,14
3663_FT41,625,Lake,2018,Summer,22
3663_FT42,625,Lake,2018,Summer,21
3663_FT43,625,Lake,2018,Summer,46
3663_FT44,625,Lake,2018,Summer,58
3663_FT45,625,Lake,2018,Summer,61
3663_FT46,625,Lake,2018,Summer,14
3663_FT47,625,Lake,2018,Summer,36
3663_FT48,625,Lake,2018,Summer,6
3663_FT49,625,Lake,2018,Summer,10
3663_FT50,625,Lake,2018,Summer,12
3663_FT51,625,Lake,2018,Summer,8
3663_FT52,625,Lake,2018,Summer,16
3663_FT53,625,Lake,2018,Summer,15
1397_FT02,1397,Pond,2018,Summer,14
1397_FT03,1397,Pond,2018,Summer,12
1397_FT04,1397,Pond,2018,Summer,11
1397_FT05,1397,Pond,2018,Summer,20
1397_FT06,1397,Pond,2018,Summer,22
1397_FT07,1397,Pond,2018,Summer,10
1397_FT08,1397,Pond,2018,Summer,27
1397_FT09,1397,Pond,2018,Summer,14
1397_FT10,1397,Pond,2018,Summer,15
1397_FT11,1397,Pond,2018,Summer,17
1397_FT12,1397,Pond,2018,Summer,7
1397_FT13,1397,Pond,2018,Summer,5
1397_FT14,1397,Pond,2018,Summer,5
1397_FT15,1397,Pond,2018,Summer,17
1397_FT16,1397,Pond,2018,Summer,17
1397_FT17,1397,Pond,2018,Summer,6
1397_FT18,1397,Pond,2018,Summer,26
1397_FT19,1397,Pond,2018,Fall,41
1397_FT20,1397,Pond,2018,Fall,8
1397_FT21,1397,Pond,2018,Fall,18
1397_FT22,1397,Pond,2018,Fall,21
1397_FT24,1397,Pond,2018,Fall,9
1397_FT25,1397,Pond,2018,Fall,12
1913_FT01,1913,Pond,2018,Summer,15
1913_FT02,1913,Pond,2018,Summer,55
1913_FT03,1913,Pond,2018,Summer,52
1913_FT04,1913,Pond,2018,Summer,53
1913_FT05,1913,Pond,2018,Summer,24
1913_FT06,1913,Pond,2018,Summer,17
1913_FT07,1913,Pond,2018,Summer,43
1913_FT08,1913,Pond,2018,Summer,19
1913_FT09,1913,Pond,2018,Summer,20
1913_FT10,1913,Pond,2018,Summer,28
1913_FT11,1913,Pond,2018,Summer,47
1913_FT12,1913,Pond,2018,Fall,48
1913_FT13,1913,Pond,2018,Fall,34
1913_FT14,1913,Pond,2018,Fall,40
1913_FT15,1913,Pond,2018,Fall,47
1913_FT16,1913,Pond,2018,Fall,65
1913_FT17,1913,Pond,2018,Fall,40
1913_FT18,1913,Pond,2018,Fall,40
1913_FT19,1913,Pond,2018,Fall,26
1913_FT20,1913,Pond,2018,Fall,25
1913_FT21,1913,Pond,2018,Fall,55
1913_FT22,1913,Pond,2018,Fall,25
1913_FT23,1913,Pond,2018,Fall,50
1913_FT24,1913,Pond,2018,Fall,44
1913_FT25,1913,Pond,2018,Fall,25
1913_FT26,1913,Pond,2018,Fall,30
1913_FT27,1913,Pond,2018,Fall,59
1913_FT28,1913,Pond,2018,Fall,57
1913_FT29,1913,Pond,2018,Fall,35
1913_FT30,1913,Pond,2018,Fall,50
1913_FT31,1913,Pond,2018,Fall,63
1913_FT32,1913,Pond,2018,Fall,49
1913_FT33,1913,Pond,2018,Fall,26